date,price(USD)
8/27/2017,137.6
8/28/2017,130.76
8/29/2017,144.24
8/30/2017,133.85
8/31/2017,131.95
9/1/2017,140.65
9/2/2017,141.35
9/3/2017,124.93
9/4/2017,126.23
9/5/2017,106.75
9/6/2017,118.79
9/7/2017,121.39
9/8/2017,120.28
9/9/2017,118.19
9/10/2017,115.64
9/11/2017,113.05
9/12/2017,112.72
9/13/2017,111.81
9/14/2017,111.29
9/15/2017,83.13
9/16/2017,100.11
9/17/2017,94.97
9/18/2017,93.81
9/19/2017,100.83
9/20/2017,97.64
9/21/2017,95.33
9/22/2017,86.17
9/23/2017,88.03
9/24/2017,91.76
9/25/2017,89.37
9/26/2017,93.81
9/27/2017,92.75
9/28/2017,100.97
9/29/2017,97.3
9/30/2017,94.44
10/1/2017,95.59
10/2/2017,93.56
10/3/2017,91.52
10/4/2017,92.95
10/5/2017,90.49
10/6/2017,91.91
10/7/2017,90.94
10/8/2017,91.39
10/9/2017,89.74
10/10/2017,85.61
10/11/2017,86.74
10/12/2017,87.56
10/13/2017,87.23
10/14/2017,95.06
10/15/2017,99.94
10/16/2017,94.99
10/17/2017,95.93
10/18/2017,91.19
10/19/2017,89.66
10/20/2017,88.71
10/21/2017,90.41
10/22/2017,88.18
10/23/2017,86.48
10/24/2017,85.16
10/25/2017,88.49
10/26/2017,88.17
10/27/2017,88.58
10/28/2017,86.91
10/29/2017,86.27
10/30/2017,88.59
10/31/2017,88.75
11/1/2017,87.65
11/2/2017,85.66
11/3/2017,83.53
11/4/2017,87.9
11/5/2017,87.31
11/6/2017,86.42
11/7/2017,104.23
11/8/2017,99.82
11/9/2017,112.53
11/10/2017,121.34
11/11/2017,105.75
11/12/2017,119.6
11/13/2017,128.96
11/14/2017,123.62
11/15/2017,122.24
11/16/2017,121.24
11/17/2017,120.01
11/18/2017,126.6
11/19/2017,130.72
11/20/2017,129.5
11/21/2017,136.1
11/22/2017,142.08
11/23/2017,166.11
11/24/2017,158.62
11/25/2017,159.99
11/26/2017,168.57
11/27/2017,162.92
11/28/2017,175.35
11/29/2017,203.91
11/30/2017,170.49
12/1/2017,179.72
12/2/2017,190.83
12/3/2017,203.37
12/4/2017,199.56
12/5/2017,211.13
12/6/2017,268.16
12/7/2017,277.87
12/8/2017,281.31
12/9/2017,277.27
12/10/2017,262.9
12/11/2017,244.95
12/12/2017,281.49
12/13/2017,307.43
12/14/2017,303.26
12/15/2017,325.61
12/16/2017,312.61
12/17/2017,328.06
12/18/2017,353.07
12/19/2017,381.07
12/20/2017,375.71
12/21/2017,470.29
12/22/2017,419.53
12/23/2017,349.76
12/24/2017,391.02
12/25/2017,339.69
12/26/2017,361.08
12/27/2017,381.3
12/28/2017,422.51
12/29/2017,381.3
12/30/2017,378.52
12/31/2017,329
1/1/2018,349.55
1/2/2018,359.06
1/3/2018,382.74
1/4/2018,414.41
1/5/2018,402.38
1/6/2018,385.36
1/7/2018,456.15
1/8/2018,458.35
1/9/2018,403.71
1/10/2018,413.25
1/11/2018,406.08
1/12/2018,358.62
1/13/2018,393.04
1/14/2018,420.34
1/15/2018,396.02
1/16/2018,415.93
1/17/2018,318.93
1/18/2018,320.6
1/19/2018,314.13
1/20/2018,367.64
1/21/2018,384.53
1/22/2018,348.91
1/23/2018,315.3
1/24/2018,308.92
1/25/2018,322.17
1/26/2018,316.6
1/27/2018,325.3
1/28/2018,322.96
1/29/2018,331.77
1/30/2018,317.36
1/31/2018,274.9
2/1/2018,273.88
2/2/2018,240.84
2/3/2018,236.51
2/4/2018,251.97
2/5/2018,219.04
2/6/2018,180.87
2/7/2018,210.73
2/8/2018,207.77
2/9/2018,247.82
2/10/2018,260.59
2/11/2018,249.44
2/12/2018,229.87
2/13/2018,247.99
2/14/2018,234.34
2/15/2018,276.08
2/16/2018,301.01
2/17/2018,296
2/18/2018,325.96
2/19/2018,299.7
2/20/2018,316.99
2/21/2018,302.39
2/22/2018,320.63
2/23/2018,280.41
2/24/2018,285.68
2/25/2018,273.03
2/26/2018,282.28
2/27/2018,295.06
2/28/2018,301.54
3/1/2018,286.03
3/2/2018,313.52
3/3/2018,346.02
3/4/2018,351.75
3/5/2018,369.06
3/6/2018,368.89
3/7/2018,346.24
3/8/2018,338.13
3/9/2018,277.61
3/10/2018,290.72
3/11/2018,256.67
3/12/2018,282.43
3/13/2018,258.22
3/14/2018,248.32
3/15/2018,215.84
3/16/2018,213.21
3/17/2018,215.49
3/18/2018,197.43
3/19/2018,210.33
3/20/2018,217.94
3/21/2018,224.26
3/22/2018,218.56
3/23/2018,212.47
3/24/2018,215.37
3/25/2018,207.32
3/26/2018,211.79
3/27/2018,196.85
3/28/2018,187.47
3/29/2018,199.31
3/30/2018,176
3/31/2018,172.53
4/1/2018,178.78
4/2/2018,175.87
4/3/2018,177.57
4/4/2018,189.4
4/5/2018,170.05
4/6/2018,172.41
4/7/2018,162.27
4/8/2018,169.99
4/9/2018,174.05
4/10/2018,167.06
4/11/2018,165.55
4/12/2018,168.92
4/13/2018,192.04
4/14/2018,188.64
4/15/2018,190.91
4/16/2018,200.5
4/17/2018,194.41
4/18/2018,195.83
4/19/2018,228.41
4/20/2018,239.01
4/21/2018,271.41
4/22/2018,257.32
4/23/2018,270.81
4/24/2018,282.18
4/25/2018,293.56
4/26/2018,258.09
4/27/2018,267.29
4/28/2018,251.77
4/29/2018,260.91
4/30/2018,256.35
5/1/2018,242.45
5/2/2018,239.94
5/3/2018,249.34
5/4/2018,246.68
5/5/2018,241.23
5/6/2018,240.88
5/7/2018,235.74
5/8/2018,233.22
5/9/2018,223.82
5/10/2018,227.21
5/11/2018,218.48
5/12/2018,197.57
5/13/2018,202.05
5/14/2018,210.19
5/15/2018,214.69
5/16/2018,204.87
5/17/2018,199.34
5/18/2018,193.02
5/19/2018,203.62
5/20/2018,197.79
5/21/2018,203.83
5/22/2018,198.64
5/23/2018,175.8
5/24/2018,171.21
5/25/2018,171.66
5/26/2018,164.84
5/27/2018,164.47
5/28/2018,166.23
5/29/2018,150.04
5/30/2018,157.6
5/31/2018,154.56
6/1/2018,155.89
6/2/2018,157.59
6/3/2018,162.66
6/4/2018,169.07
6/5/2018,160.31
6/6/2018,167.15
6/7/2018,164.68
6/8/2018,164.07
6/9/2018,158.52
6/10/2018,154.99
6/11/2018,139.55
6/12/2018,138.46
6/13/2018,125.88
6/14/2018,121.94
6/15/2018,132.85
6/16/2018,121.75
6/17/2018,126.97
6/18/2018,123.82
6/19/2018,127.38
6/20/2018,126.18
6/21/2018,122.49
6/22/2018,123.46
6/23/2018,110.68
6/24/2018,115.15
6/25/2018,121.18
6/26/2018,126.72
6/27/2018,120.63
6/28/2018,128.85
6/29/2018,117.3
6/30/2018,126.71
7/1/2018,131.05
7/2/2018,130.26
7/3/2018,140.12
7/4/2018,138.6
7/5/2018,139.24
7/6/2018,138.38
7/7/2018,133.83
7/8/2018,135.28
7/9/2018,137.93
7/10/2018,135.6
7/11/2018,121.52
7/12/2018,125.45
7/13/2018,120.82
7/14/2018,122.4
7/15/2018,123.13
7/16/2018,123.98
7/17/2018,135.18
7/18/2018,144.07
7/19/2018,139.6
7/20/2018,139.55
7/21/2018,129.82
7/22/2018,131.88
7/23/2018,128.54
7/24/2018,133.84
7/25/2018,145.89
7/26/2018,142.98
7/27/2018,136.82
7/28/2018,140.11
7/29/2018,139.7
7/30/2018,135.57
7/31/2018,131.56
8/1/2018,122.27
8/2/2018,128.04
8/3/2018,122.55
8/4/2018,120.16
8/5/2018,114.06
8/6/2018,117.48
8/7/2018,114.09
8/8/2018,108.04
8/9/2018,94.72
8/10/2018,100.47
8/11/2018,92.18
8/12/2018,93.49
